0,1_IMG-20240731-WA0029.jpg,0
1,1_IMG-20240731-WA0030.jpg,2
2,1_IMG-20240809-WA0025.jpg,0
3,1_IMG-20240809-WA0038.jpg,0
4,1_IMG-20240812-WA0033.jpg,0
5,1_IMG-20240812-WA0034.jpg,2
6,1_IMG-20240813-WA0028.jpg,2
7,1_IMG-20240813-WA0031.jpg,1
8,1_IMG-20240813-WA0034.jpg,2
9,1_IMG-20240813-WA0036.jpg,2
10,1_IMG-20240814-WA0045.jpg,0
11,1_IMG-20240814-WA0046.jpg,0
12,1_IMG-20240814-WA0048.jpg,2
13,1_IMG-20240816-WA0041.jpg,2
14,1_IMG-20240816-WA0045.jpg,0
15,1_IMG-20240822-WA0010.jpg,0
16,1_IMG-20240822-WA0011.jpg,0
17,1_IMG-20240822-WA0012.jpg,0
18,1_IMG-20240822-WA0019.jpg,1
19,1_IMG-20240911-WA0030.jpg,1
20,1_IMG-20240911-WA0035.jpg,1
21,1_IMG-20240911-WA0091.jpg,2
22,1_IMG-20240911-WA0092.jpg,2
23,1_IMG-20240911-WA0093.jpg,2
24,1_IMG-20240911-WA0095.jpg,0
25,1_IMG-20240911-WA0104.jpg,0
26,1_TimePhoto_20240807_182537.jpg,2
27,1_WhatsApp Image 2024-08-23 at 18_16_52.jpeg,2
28,1_WhatsApp Image 2024-08-26 at 18_18_36 (2).jpeg,1
29,1_WhatsApp Image 2024-08-26 at 18_18_37.jpeg,0
30,1_WhatsApp Image 2024-08-26 at 18_18_38 (1).jpeg,2
31,1_WhatsApp Image 2024-08-26 at 18_18_38.jpeg,0
32,1_WhatsApp Image 2024-08-26 at 18_18_39 (1).jpeg,2
33,1_WhatsApp Image 2024-08-26 at 18_18_39.jpeg,1
34,1_WhatsApp Image 2024-08-26 at 18_18_40 (1).jpeg,0
35,1_WhatsApp Image 2024-08-26 at 18_18_40 (2).jpeg,0
36,1_WhatsApp Image 2024-08-26 at 18_18_40.jpeg,0
37,1_WhatsApp Image 2024-08-26 at 18_18_41.jpeg,0
38,1_WhatsApp Image 2024-08-26 at 18_18_42 (1).jpeg,1
39,1_WhatsApp Image 2024-08-26 at 18_18_42.jpeg,0
40,1_WhatsApp Image 2024-08-26 at 18_18_43 (1).jpeg,0
41,1_WhatsApp Image 2024-08-26 at 18_42_27 (1).jpeg,0
42,1_WhatsApp Image 2024-08-27 at 18_01_33.jpeg,0
43,1_WhatsApp Image 2024-08-27 at 18_01_34.jpeg,0
44,1_WhatsApp Image 2024-08-27 at 18_01_41 (2).jpeg,0
45,1_WhatsApp Image 2024-08-27 at 20_43_55 (1).jpeg,0
46,1_WhatsApp Image 2024-08-27 at 20_43_55.jpeg,0
47,1_WhatsApp Image 2024-08-27 at 20_43_56.jpeg,0
48,1_WhatsApp Image 2024-08-28 at 18_11_18.jpeg,0
49,1_WhatsApp Image 2024-08-28 at 18_11_19.jpeg,2
50,1_WhatsApp Image 2024-08-28 at 18_11_20 (2).jpeg,0
51,1_WhatsApp Image 2024-08-28 at 18_11_21 (1).jpeg,0
52,1_WhatsApp Image 2024-08-28 at 18_11_21.jpeg,0
53,1_WhatsApp Image 2024-08-29 at 17_42_02 (1).jpeg,0
54,1_WhatsApp Image 2024-08-29 at 17_42_02.jpeg,0
55,1_WhatsApp Image 2024-08-29 at 18_22_23.jpeg,2
56,1_WhatsApp Image 2024-08-29 at 18_22_24.jpeg,1
57,1_WhatsApp Image 2024-08-29 at 18_22_25.jpeg,1
58,1_WhatsApp Image 2024-08-29 at 19_29_00 (1).jpeg,2
59,1_WhatsApp Image 2024-08-29 at 19_29_00 (2).jpeg,2
60,1_WhatsApp Image 2024-08-29 at 19_29_00.jpeg,2
61,1_WhatsApp Image 2024-08-29 at 19_29_01 (1).jpeg,2
62,1_WhatsApp Image 2024-08-29 at 19_29_01.jpeg,0
63,1_WhatsApp Image 2024-08-30 at 18_05_54 (2).jpeg,0
64,1_WhatsApp Image 2024-08-30 at 19_09_11.jpeg,0
65,1_WhatsApp Image 2024-08-30 at 19_09_13 (1).jpeg,2
66,1_WhatsApp Image 2024-08-30 at 19_09_14.jpeg,1
67,1_WhatsApp Image 2024-08-30 at 19_09_22 (1).jpeg,0
68,1_WhatsApp Image 2024-08-30 at 19_09_24.jpeg,0
69,1_WhatsApp Image 2024-09-02 at 17_45_30 (1).jpeg,0
70,1_WhatsApp Image 2024-09-02 at 17_45_30.jpeg,0
71,1_WhatsApp Image 2024-09-02 at 18_07_00.jpeg,0
72,1_WhatsApp Image 2024-09-02 at 18_07_02.jpeg,0
73,1_WhatsApp Image 2024-09-02 at 18_27_11 (1).jpeg,1
74,1_WhatsApp Image 2024-09-02 at 18_27_11 (2).jpeg,1
75,1_WhatsApp Image 2024-09-02 at 18_27_11.jpeg,2
76,1_WhatsApp Image 2024-09-02 at 18_27_15 (1).jpeg,2
77,1_WhatsApp Image 2024-09-02 at 20_33_49.jpeg,2
78,1_WhatsApp Image 2024-09-02 at 20_33_50 (1).jpeg,2
79,1_WhatsApp Image 2024-09-02 at 20_33_50.jpeg,2
80,1_WhatsApp Image 2024-09-02 at 20_33_51.jpeg,2
81,1_WhatsApp Image 2024-09-02 at 21_21_41.jpeg,0
82,1_WhatsApp Image 2024-09-02 at 21_21_44.jpeg,0
83,1_WhatsApp Image 2024-09-02 at 21_21_45.jpeg,0
84,1_WhatsApp Image 2024-09-02 at 21_21_48.jpeg,1
85,1_WhatsApp Image 2024-09-02 at 21_21_49.jpeg,1
86,1_WhatsApp Image 2024-09-02 at 21_21_54.jpeg,1
87,1_WhatsApp Image 2024-09-02 at 21_21_55.jpeg,2
88,1_WhatsApp Image 2024-09-03 at 18_27_43.jpeg,2
89,1_WhatsApp Image 2024-09-03 at 18_46_42 (3).jpeg,0
90,1_WhatsApp Image 2024-09-03 at 18_46_42 (4).jpeg,1
91,1_WhatsApp Image 2024-09-03 at 18_46_42 (5).jpeg,1
92,1_WhatsApp Image 2024-09-03 at 18_46_43 (3).jpeg,2
93,1_WhatsApp Image 2024-09-03 at 18_46_43 (4).jpeg,0
94,1_WhatsApp Image 2024-09-03 at 18_46_43 (5).jpeg,2
95,1_WhatsApp Image 2024-09-03 at 19_12_43 (1).jpeg,0
96,1_WhatsApp Image 2024-09-03 at 19_12_43.jpeg,0
97,1_WhatsApp Image 2024-09-03 at 19_12_44 (1).jpeg,0
98,1_WhatsApp Image 2024-09-03 at 19_12_44 (2).jpeg,0
99,1_WhatsApp Image 2024-09-03 at 19_12_44.jpeg,0
100,1_WhatsApp Image 2024-09-03 at 19_12_45 (1).jpeg,0
101,1_WhatsApp Image 2024-09-03 at 19_12_45 (2).jpeg,2
102,1_WhatsApp Image 2024-09-03 at 19_12_45 (3).jpeg,0
103,1_WhatsApp Image 2024-09-03 at 19_12_45.jpeg,0
104,1_WhatsApp Image 2024-09-03 at 19_12_45.jpeg,0
105,1_WhatsApp Image 2024-09-03 at 19_12_46.jpeg,2
106,1_WhatsApp Image 2024-09-03 at 20_20_21.jpeg,2
107,1_WhatsApp Image 2024-09-04 at 09_40_04 (1).jpeg,2
108,1_WhatsApp Image 2024-09-04 at 09_40_04.jpeg,0
109,1_WhatsApp Image 2024-09-04 at 09_40_25.jpeg,0
110,1_WhatsApp Image 2024-09-04 at 10_18_01.jpeg,1
111,1_WhatsApp Image 2024-09-04 at 10_49_45 (1).jpeg,0
112,1_WhatsApp Image 2024-09-04 at 10_49_46 (1).jpeg,2
113,1_WhatsApp Image 2024-09-04 at 13_50_19 (1).jpeg,0
114,1_WhatsApp Image 2024-09-04 at 13_50_21 (1).jpeg,0
115,1_WhatsApp Image 2024-09-04 at 17_09_28.jpeg,0
116,1_WhatsApp Image 2024-09-04 at 17_09_29.jpeg,0
117,1_WhatsApp Image 2024-09-04 at 17_09_30 (1).jpeg,2
118,1_WhatsApp Image 2024-09-04 at 17_09_30.jpeg,1
119,1_WhatsApp Image 2024-09-04 at 17_09_31 (1).jpeg,1
120,1_WhatsApp Image 2024-09-04 at 17_09_31 (2).jpeg,1
121,1_WhatsApp Image 2024-09-04 at 17_09_31.jpeg,0
122,1_WhatsApp Image 2024-09-04 at 17_09_32 (3).jpeg,0
123,1_WhatsApp Image 2024-09-04 at 17_09_32.jpeg,2
124,1_WhatsApp Image 2024-09-04 at 17_09_33.jpeg,0
125,1_WhatsApp Image 2024-09-04 at 17_09_33.jpeg,0
126,1_WhatsApp Image 2024-09-04 at 17_09_48.jpeg,0
127,1_WhatsApp Image 2024-09-04 at 17_11_23 (1).jpeg,1
128,1_WhatsApp Image 2024-09-04 at 17_11_23 (2).jpeg,0
129,1_WhatsApp Image 2024-09-04 at 17_11_24 (1).jpeg,0
130,1_WhatsApp Image 2024-09-04 at 17_11_24 (3).jpeg,0
131,1_WhatsApp Image 2024-09-04 at 17_11_24.jpeg,2
132,1_WhatsApp Image 2024-09-04 at 17_11_25 (1).jpeg,0
133,1_WhatsApp Image 2024-09-04 at 17_11_25 (2).jpeg,0
134,1_WhatsApp Image 2024-09-04 at 17_11_25.jpeg,2
135,1_WhatsApp Image 2024-09-04 at 18_10_42 (1).jpeg,1
136,1_WhatsApp Image 2024-09-04 at 18_10_42 (2).jpeg,1
137,1_WhatsApp Image 2024-09-04 at 18_10_42 (3).jpeg,0
138,1_WhatsApp Image 2024-09-04 at 18_10_42.jpeg,1
139,1_WhatsApp Image 2024-09-04 at 18_10_43 (1).jpeg,0
