id,sha256,filename,image_url,file_size_bytes,image_width,image_height,latitude,longitude,captured_at,compliance_score,verdict,passed_checks,failed_checks,issues,recommendation,depth_cm,depth_pass,ruler_visible,bedding_visible,duct_bundle_visible,unobstructed,status,ai_override,reviewed_at,created_at,analyzed_at,cluster_id,fcp_id,trench_id,project_id,waypoint_index,original_filename
005b8ded-ff23-4e65-900c-1782463fb547,651661153eb4f881a59cb486a7b4d34d5c9e843dee27d6dad05aac7bc7e461dd,651661153eb4f881a59cb486a7b4d34d5c9e843dee27d6dad05aac7bc7e461dd.jpeg,https://vcvxfhzpakyfzfhmkfpv.supabase.co/storage/v1/object/public/photos/651661153eb4f881a59cb486a7b4d34d5c9e843dee27d6dad05aac7bc7e461dd.jpeg,303735,899,1599,46.5534713041816,14.2917463928461,2024-09-25 11:28:48+00,95,compliant,"[""DEPTH_OK"",""RULER_OK"",""DUCT_OK"",""UNOBSTRUCTED_OK"",""LENGTH_OK""]",,"[""gps_from_overlay"",""address:7 Dahlienweg, Maria Rain, Klagenfurt-Land, Kärnten, Austria"",""overlay:25.09.2024 11:28:48.3 | 46.55348713N 14.29169908E +379m | 7 Dahlienweg | Maria Rain | Klagenfurt-Land | Kärnten"",""unknown_trench:SDIRouteSection_121772750337_1729575143"",""original_gps:46.553487,14.291699"",""snapped:4.0m""]",Continue providing clear documentation with depth references.,70,true,true,false,true,true,compliant,,,2026-05-16 23:03:32.916262+00,2026-05-16 23:03:32.73+00,,5453a8ca-d0ed-4292-a8b3-2ac3e87f7749,,850747f2-be54-4acf-902c-d095d5a7c525,0,1_WhatsApp Image 2024-09-25 at 20_46_23 (1).jpeg
007006d4-afb7-4bdd-89c6-2273fee22794,d5aef94aaff2d903e781f52fe7bfa53e17375cfc88337eaf9cddc0089cdac917,19e57386c1cc0054def8ad1a3846fd3995623a46b969aec1c98f479c2e57d3cd.jpeg,https://vcvxfhzpakyfzfhmkfpv.supabase.co/storage/v1/object/public/photos/19e57386c1cc0054def8ad1a3846fd3995623a46b969aec1c98f479c2e57d3cd.jpeg,650355,1536,2048,46.5614413511748,14.2874533751388,2024-09-05 14:16:49+00,100,compliant,"[""DEPTH_OK"",""RULER_OK"",""BEDDING_OK"",""DUCT_OK"",""PIPE_ENDS_OK"",""UNOBSTRUCTED_OK"",""LENGTH_OK""]","[""WARNING_TAPE_MISSING""]","[""far_from_waypoint:2m"",""gps_from_overlay"",""address:2 Toppelsdorferstraße, Maria Rain, Klagenfurt-Land, Kärnten"",""overlay:5 сент. 2024 г. 14:16:49 | 46.5614464N 14.28742592E ±4,74m | 2 Toppelsdorferstraße | Maria Rain | Klagenfurt-Land | Kärnten"",""unknown_trench:SDIRouteSection_78533220865_0"",""original_gps:46.561446,14.287426"",""snapped:2.2m"",""WARNING_TAPE_MISSING""]",Continue to document the trench with clear depth measurements and visible ducts.,68,true,true,true,true,true,flagged,,,2026-05-16 20:49:12.308189+00,2026-05-16 20:49:12.259+00,,3ae34aad-bd16-4191-9793-310202def4f0,,850747f2-be54-4acf-902c-d095d5a7c525,2,1_WhatsApp Image 2024-09-05 at 17_27_41.jpeg
015c8260-a17d-49ce-9205-5a29eceacbae,51ac6696e1e0e27d8a8995d229e6202068f7640ca61555d8fc83ac3caa76da8d,0a299ff08599acdf0b0b7cb2801d2f75628900b6b810821a9f2198e300a602cd.jpeg,https://vcvxfhzpakyfzfhmkfpv.supabase.co/storage/v1/object/public/photos/0a299ff08599acdf0b0b7cb2801d2f75628900b6b810821a9f2198e300a602cd.jpeg,304128,960,1280,46.5589829,14.2790746,2024-09-04 12:46:29+00,,,,,"[""off_site"",""off_site:402m"",""gps_from_address"",""address:Ehrensdorf, Klagenfurt-Land, Kärnten, Austria"",""overlay:4 сент. 2024 г. 12:46:29 | Ehrensdorf | Klagenfurt-Land | Kärnten""]",,,,,,,,flagged,,,2026-05-16 20:47:01.731319+00,,,,,850747f2-be54-4acf-902c-d095d5a7c525,,1_WhatsApp Image 2024-09-04 at 18_10_42 (1).jpeg
01f86cf6-f346-439a-927e-2b2b8be4269e,58f1e445ceb589c643af4e62dc4ee96af1b1bccd09e8c86e035eb5ecb20b3eed,8aa590c27eddcbb7477f0a9103a6fe6e16fc788eaf2360bedba71b754cb9336c.jpeg,https://vcvxfhzpakyfzfhmkfpv.supabase.co/storage/v1/object/public/photos/8aa590c27eddcbb7477f0a9103a6fe6e16fc788eaf2360bedba71b754cb9336c.jpeg,339290,1200,1600,46.5614000906549,14.2871611565351,2024-09-06 14:03:09+00,100,compliant,"[""DEPTH_OK"",""RULER_OK"",""BEDDING_OK"",""DUCT_OK"",""UNOBSTRUCTED_OK"",""LENGTH_OK""]","[""WARNING_TAPE_MISSING""]","[""far_from_waypoint:3m"",""gps_from_overlay"",""address:Toppelsdorferstraße 2, 9161 Maria Rain, Austria"",""overlay:06.09.2024 14:03:09 | 46.56141936N 14.28713971E | Toppelsdorferstraße 2, 9161 Maria Rain, Австрия"",""unknown_trench:SDIRouteSection_165801547521_1729505187"",""original_gps:46.561419,14.287140"",""snapped:2.7m"",""WARNING_TAPE_MISSING""]",Ensure warning tape is visible in the next photo.,85,true,true,true,true,true,flagged,,,2026-05-16 20:50:11.646626+00,2026-05-16 20:50:11.614+00,,3ae34aad-bd16-4191-9793-310202def4f0,,850747f2-be54-4acf-902c-d095d5a7c525,0,1_WhatsApp Image 2024-09-06 at 16_53_16.jpeg
043b1ebd-f9d3-42c3-a7ec-70d24294a40a,38cacff4ab37a97048da2af8e45fde6fab01b568b4d6095292a70271d57aff72,2d5c332b86abfedd00ad0abf09228017d944b72ec48fe2b5b266372f452d7262.jpeg,https://vcvxfhzpakyfzfhmkfpv.supabase.co/storage/v1/object/public/photos/2d5c332b86abfedd00ad0abf09228017d944b72ec48fe2b5b266372f452d7262.jpeg,682077,1080,1920,46.5572286395715,14.2955127172172,2024-05-09 11:32:00+00,,,,,"[""off_site"",""far_from_waypoint:5m"",""gps_from_overlay"",""address:Holunderweg, Maria Rain, 9161, Carinthia, Austria"",""overlay:Maria Rain, Carinthia, Austria | Holunderweg, Maria Rain, 9161, Carinthia, | Austria | Lat 46.557268, Long 14.295543 | 09/05/2024 11:32 AM GMT+02:00 | Note : Captured by GPS Map Camera"",""unknown_trench:SDIRouteSection_143698749697_1729582803"",""original_gps:46.557268,14.295543"",""snapped:5.0m""]",,,,,,,,flagged,,,2026-05-16 20:50:00.118913+00,,,,,850747f2-be54-4acf-902c-d095d5a7c525,0,1_WhatsApp Image 2024-09-05 at 20_18_12.jpeg
045dd31a-dbe8-49b9-8e81-1e5db598e4ed,e1e4d2c2de7d35a5e996ca6c6314e0944a3150c8398ea5b9752caf72cf572599,cd0ed1bce6cf8d9393a77fb7846b7a7f0ac02d6bde0586979f0e4d49727dbaaf.jpeg,https://vcvxfhzpakyfzfhmkfpv.supabase.co/storage/v1/object/public/photos/cd0ed1bce6cf8d9393a77fb7846b7a7f0ac02d6bde0586979f0e4d49727dbaaf.jpeg,553781,1536,2048,46.5663016297167,14.287139422856,2024-08-28 12:48:57+00,60,needs_review,"[""BEDDING_OK"",""DUCT_OK"",""PIPE_ENDS_OK"",""UNOBSTRUCTED_OK"",""LENGTH_OK""]","[""SIDE_VIEW_MISSING"",""DEPTH_UNREADABLE"",""WARNING_TAPE_MISSING""]","[""far_from_waypoint:4m"",""gps_from_address"",""address:13 Elsterweg, Maria Rain, Klagenfurt-Land, Kärnten, Austria"",""overlay:28 авг. 2024 г. 12:48:57 | 13 Elsterweg | Maria Rain | Klagenfurt-Land | Kärnten"",""unknown_trench:SDIRouteSection_134047194113_1729238852"",""original_gps:46.566323,14.287090"",""snapped:4.5m"",""SIDE_VIEW_MISSING"",""DEPTH_UNREADABLE"",""WARNING_TAPE_MISSING""]",Provide a side view of the trench with a depth measurement ruler.,,false,false,true,true,true,flagged,,,2026-05-16 20:31:48.97464+00,2026-05-16 20:31:48.915+00,,6687f8b7-b408-46a7-98a3-64bf8edc4386,,850747f2-be54-4acf-902c-d095d5a7c525,6,1_WhatsApp Image 2024-08-28 at 18_11_21 (1).jpeg
05597a26-aaa0-4ef1-b0a3-4c1afcfdfd18,d81a55ab1f3a317058a24d30150f3b924ff96e3dc7e7b73eea1a4cbe7faa07e9,f8b2ec66f1c294bbdac8150157cc958d5d75faf71fbb88225403097854151d47.jpg,https://vcvxfhzpakyfzfhmkfpv.supabase.co/storage/v1/object/public/photos/f8b2ec66f1c294bbdac8150157cc958d5d75faf71fbb88225403097854151d47.jpg,480049,1080,1920,46.5646835183088,14.292372437194,2024-08-12 15:28:55+00,60,needs_review,"[""DUCT_OK"",""UNOBSTRUCTED_OK"",""LENGTH_OK""]","[""RULER_MISSING"",""WARNING_TAPE_MISSING"",""BEDDING_MISSING""]","[""far_from_waypoint:1m"",""gps_from_overlay"",""address:34 Toppelsdorferstraße, Maria Rain, Klagenfurt-Land, Kärnten, Austria"",""overlay:12.08.2024 15:28:55.7 | 46.56467199N 14.29236404E ±3,79m | 34 Toppelsdorferstraße | Maria Rain | Klagenfurt-Land | Kärnten"",""unknown_trench:SDIRouteSection_106710522625_1703071110"",""original_gps:46.564672,14.292364"",""snapped:1.4m"",""RULER_MISSING"",""WARNING_TAPE_MISSING"",""BEDDING_MISSING""]",Include a depth reference and warning tape in the next photo.,,false,false,false,true,true,flagged,,,2026-05-16 20:17:33.590206+00,2026-05-16 20:17:33.571+00,,4d8d5e0f-9b48-4182-9958-7550ad167946,,850747f2-be54-4acf-902c-d095d5a7c525,0,1_IMG-20240812-WA0033.jpg
05d3b226-5aa6-4866-ae9b-36de25642e16,65c1cc3bc17460fc9af93e526aa0864ec42dac94ad3a5591a5e1d77ade6b630a,618d35bd4f97c07678ee56952cc75597532e2f48a57671c917c6a17583d7cdf8.jpeg,https://vcvxfhzpakyfzfhmkfpv.supabase.co/storage/v1/object/public/photos/618d35bd4f97c07678ee56952cc75597532e2f48a57671c917c6a17583d7cdf8.jpeg,682866,1536,2048,46.5627697560809,14.2897176370025,2024-08-29 14:23:52+00,60,needs_review,"[""DUCT_OK"",""UNOBSTRUCTED_OK"",""LENGTH_OK""]","[""DEPTH_UNREADABLE"",""WARNING_TAPE_MISSING"",""BEDDING_MISSING""]","[""far_from_waypoint:2m"",""gps_from_overlay"",""address:J. Lutschounigstraße 2, 9161 Maria Rain, Austria"",""overlay:29.08.2024 14:23.52 | 46.56277332N 14.28969731E | J. Lutschounigstraße 2, 9161 Maria Rain, Австрия"",""unknown_trench:SDIRouteSection_128499131393_1729492272"",""original_gps:46.562773,14.289697"",""snapped:1.6m"",""DEPTH_UNREADABLE"",""WARNING_TAPE_MISSING"",""BEDDING_MISSING""]",Include a depth reference and ensure warning tape/bedding are visible in the next photo.,,false,false,false,true,true,flagged,,,2026-05-16 20:32:32.826088+00,2026-05-16 20:32:32.787+00,,3ae34aad-bd16-4191-9793-310202def4f0,,850747f2-be54-4acf-902c-d095d5a7c525,0,1_WhatsApp Image 2024-08-29 at 18_22_25.jpeg
061113af-f6e1-4d21-9d50-daa47b2132fa,fa854b83a37738d46a085d70db04b7b1e2b7bc594cdb425415ba8b166a7e5595,8e6f64fbd46d89e59364fa5b16fd6e4160bc108787e04a9b0136913581309166.jpeg,https://vcvxfhzpakyfzfhmkfpv.supabase.co/storage/v1/object/public/photos/8e6f64fbd46d89e59364fa5b16fd6e4160bc108787e04a9b0136913581309166.jpeg,343217,1080,1440,46.5580660347482,14.2898664755728,2024-09-04 18:25:43+00,100,compliant,"[""DEPTH_OK"",""RULER_OK"",""DUCT_OK"",""UNOBSTRUCTED_OK"",""LENGTH_OK""]","[""WARNING_TAPE_MISSING"",""BEDDING_MISSING""]","[""far_from_waypoint:3m"",""gps_from_overlay"",""address:9 Schulweg, Maria Rain, Klagenfurt-Land 9161, Austria"",""overlay:04.09.2024 18:25:43 | 46°33'29,09118\""N 14°17'23,37486\""E | 9 Schulweg | Maria Rain, Klagenfurt-Land 9161 | Австрия"",""unknown_trench:SDIRouteSection_107208238849_1708076607"",""original_gps:46.558081,14.289826"",""snapped:3.5m"",""WARNING_TAPE_MISSING"",""BEDDING_MISSING""]",Ensure warning tape is visible and bedding material is used if required by specifications.,65,true,true,false,true,true,flagged,,,2026-05-16 22:19:24.850415+00,2026-05-16 22:19:24.698+00,,b45e1be7-dd78-4e30-be7c-de24fae75117,,850747f2-be54-4acf-902c-d095d5a7c525,1,1_WhatsApp Image 2024-09-04 at 22_33_36 (4).jpeg
06415e4a-0779-4040-8aa6-21ddaa96d277,4779e7bbc1bd8fda5e6f6ea4b8b1fc42374e7e9b74c490d004ee275f8db02949,8e72184d1c46a8e2a4ef518cc7d014a0399bc179bc880e2db2dd08b9a1deb89c.jpeg,https://vcvxfhzpakyfzfhmkfpv.supabase.co/storage/v1/object/public/photos/8e72184d1c46a8e2a4ef518cc7d014a0399bc179bc880e2db2dd08b9a1deb89c.jpeg,315617,960,1280,46.5570735973035,14.2911066859228,2024-09-03 13:51:43+00,20,non_compliant,"[""DEPTH_OK"",""RULER_OK"",""UNOBSTRUCTED_OK"",""LENGTH_OK""]","[""NO_CABLES_VISIBLE""]","[""far_from_waypoint:1m"",""gps_from_address"",""address:5 Birkenweg, Maria Rain, Klagenfurt-Land, Kärnten"",""overlay:3 сент. 2024 г. 13:51:43 | 5 Birkenweg | Maria Rain | Klagenfurt-Land | Kärnten"",""unknown_trench:SDIRouteSection_108783610369_1702994229"",""original_gps:46.557076,14.291089"",""snapped:1.4m"",""NO_CABLES_VISIBLE""]",Photo shows trench but no cables; reshoot to show cables/ducts inside the trench.,60,true,true,false,false,true,flagged,,,2026-05-16 22:18:32.486094+00,2026-05-16 22:18:32.358+00,,d51622c0-9035-40dd-a54b-1d9e263f9ca3,,850747f2-be54-4acf-902c-d095d5a7c525,5,1_WhatsApp Image 2024-09-03 at 19_12_45 (2).jpeg
